"","week.counter","week","week.first","month","season","year","dark.before.12","tmax.f","tmin.f","precip.in","snow.in","school","total","homicide","shooting","rape","robbery.carjacking","robbery.street","robbery.commercial","robbery.residence","aggravated.assault","assault.by.threat","common.assault","burglary","larceny.from.auto","larceny","auto.theft","arson","northwestern","northern","northeastern","western","central","eastern","southwestern","southern","southeastern","homicide.northwestern","homicide.northern","homicide.northeastern","homicide.western","homicide.central","homicide.eastern","homicide.southwestern","homicide.southern","homicide.southeastern","shooting.northwestern","shooting.northern","shooting.northeastern","shooting.western","shooting.central","shooting.eastern","shooting.southwestern","shooting.southern","shooting.southeastern"
"98",107,2,2012-01-09,1,1,12,6.95,46.1942857142857,30.7014285714286,0.145247178571429,0,0.714285714285714,806,1,5,3,5,43,10,14,79,16,176,149,89,148,63,5,84,85,122,62,82,72,84,125,90,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
"99",108,3,2012-01-16,1,1,12,6.81714285714286,41.6557142857143,27.14,0.0652867085714286,0.19497523997,0.571428571428571,856,3,8,3,0,49,13,17,85,22,145,147,106,182,68,8,103,79,130,66,88,81,77,110,122,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,2,2,0
"100",109,4,2012-01-23,1,1,12,6.68571428571429,51.0028571428571,35.1242857142857,0.0354779942857143,0,0.428571428571429,939,2,10,5,2,62,12,8,72,21,172,154,137,191,79,12,116,114,154,72,81,72,85,120,125,1,0,0,0,0,0,1,0,0,1,2,2,0,2,1,1,1,0
"101",110,5,2012-01-30,1,1,12,6.54428571428571,53.2142857142857,36.6157142857143,0.0288244642857143,0.0731157142857143,0.714285714285714,855,2,5,5,2,46,10,11,86,8,186,149,89,188,65,3,95,84,146,74,98,62,89,102,105,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1
"102",111,6,2012-02-06,2,1,12,6.41,45.2042857142857,30.2,0.0423677442857143,0.106861428571429,0.714285714285714,768,3,5,6,3,38,8,10,74,10,154,138,85,171,57,6,78,74,102,73,78,70,79,100,114,1,0,1,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0
"103",112,7,2012-02-13,2,1,12,6.27571428571429,49.9871428571429,34.6357142857143,0.02681097,0,0.714285714285714,823,2,4,5,2,34,6,8,83,9,195,124,117,161,69,4,85,88,110,78,91,66,77,88,140,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
"104",113,8,2012-02-20,2,1,12,6.14428571428571,52.4171428571429,38.1585714285714,0.0276996071428571,0,0.571428571428571,786,2,5,5,1,26,8,4,86,13,161,140,119,159,48,9,77,77,122,52,98,61,71,106,121,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,1
"105",114,9,2012-02-27,2,1,12,6.01714285714286,57.3542857142857,38.1328571428571,0.240201994285714,0,0.714285714285714,868,5,7,6,0,36,7,13,95,7,171,145,121,190,61,4,97,108,121,65,98,90,85,100,102,1,0,1,0,1,1,1,0,0,0,2,0,1,0,2,0,0,2
"106",115,10,2012-03-05,3,2,12,5.75714285714286,56.6342857142857,35.2785714285714,0.00112485714285714,0,0.714285714285714,874,4,3,6,0,36,9,10,80,18,213,116,118,185,71,5,94,81,144,62,110,68,83,94,138,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0
"107",116,11,2012-03-12,3,2,12,4.77142857142857,71.0085714285714,50.4885714285714,0.000843642857142857,0,0.714285714285714,1013,3,8,11,4,51,22,10,119,22,233,146,152,172,51,9,91,102,140,91,144,84,100,112,149,1,0,0,0,0,2,0,0,0,2,0,1,1,1,0,3,0,0
"108",117,12,2012-03-19,3,2,12,4.65,71.4714285714286,55.7342857142857,0.0883012857142857,0,0.714285714285714,1044,7,7,7,6,49,12,10,107,13,206,164,188,194,70,4,77,88,154,80,135,95,107,160,148,0,0,1,3,0,1,1,0,1,1,0,1,2,0,0,2,1,0
"109",118,13,2012-03-26,3,2,12,4.54714285714286,59.5014285714286,41.1542857142857,0.0156523871428571,0,0.714285714285714,996,4,6,5,4,44,8,17,117,14,193,139,194,178,63,10,76,94,146,100,151,94,97,111,126,0,1,1,0,0,2,0,0,0,3,0,0,0,1,1,0,0,1
"110",119,14,2012-04-02,4,2,12,4.43285714285714,64.9914285714286,42.9928571428571,0.0213722857142857,0,0,846,4,5,8,0,39,10,8,90,20,182,133,109,188,47,3,84,97,136,70,121,84,63,96,95,0,1,1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0
"111",120,15,2012-04-09,4,2,12,4.31714285714286,66.65,45.1142857142857,0.00224971428571429,0,0.428571428571429,923,4,5,7,2,32,8,10,77,14,182,152,142,219,67,2,73,102,133,68,153,84,80,125,105,0,0,0,1,2,0,0,1,0,1,0,0,0,3,1,0,0,0
"112",121,16,2012-04-16,4,2,12,4.2,73.7728571428571,53.5614285714286,0.0923338985714286,0,0.714285714285714,1013,4,9,9,7,48,13,11,105,12,215,153,177,191,52,7,94,118,149,63,128,91,91,149,130,1,0,1,0,0,2,0,0,0,1,1,1,2,1,1,0,0,2
"113",122,17,2012-04-23,4,2,12,4.08285714285714,59.36,43.6357142857143,0.188880387142857,0,0.714285714285714,946,7,4,6,3,40,8,11,94,20,159,159,159,197,73,6,79,104,168,73,131,94,85,117,95,2,0,2,2,1,0,0,0,0,0,0,2,0,0,0,1,1,0
"114",123,18,2012-04-30,4,2,12,3.96714285714286,73.0785714285714,55.2842857142857,0.0732169514285714,0,0.714285714285714,1016,3,10,10,4,40,7,8,111,28,208,142,136,235,72,2,93,125,152,64,128,80,106,136,132,2,0,0,0,1,0,0,0,0,1,1,0,0,0,2,3,3,0
"115",124,19,2012-05-07,5,2,12,3.85285714285714,72.23,55.6571428571429,0.137603774285714,0,0.714285714285714,1006,7,4,4,4,48,14,13,88,7,200,141,164,238,72,2,93,96,155,85,158,91,83,135,109,1,1,1,0,1,1,1,0,1,0,0,2,0,0,0,0,2,0
"116",125,20,2012-05-14,5,2,12,3.75,77.0642857142857,59.6557142857143,0.0990324228571429,0,0.714285714285714,1078,4,7,3,5,33,23,13,125,15,195,157,168,249,78,3,127,131,161,76,123,105,87,139,129,0,1,1,0,0,1,1,0,0,0,0,0,1,0,3,2,0,1
"117",126,21,2012-05-21,5,2,12,3.64714285714286,81.0114285714286,66.7914285714286,0.0873170357142857,0,0.714285714285714,1068,7,11,9,3,50,12,6,107,19,197,170,148,233,87,9,115,111,153,72,147,112,102,122,134,0,3,0,1,1,1,1,0,0,0,0,3,3,0,2,3,0,0
"118",127,22,2012-05-28,5,2,12,3.56,83.21,64.8628571428572,0.407389511428571,0,0.571428571428571,1027,8,8,8,5,46,12,5,111,18,225,160,97,237,79,8,94,122,156,97,142,96,74,123,122,1,1,2,0,1,2,0,0,1,0,0,0,3,1,4,0,0,0
"119",128,23,2012-06-04,6,3,12,3.48857142857143,78.71,60.0028571428571,0.0111079642857143,0,0.714285714285714,959,6,12,6,4,44,11,15,102,10,198,124,124,224,76,3,76,118,126,81,134,83,93,116,132,1,2,1,0,0,1,0,0,1,0,0,1,4,0,3,2,0,2
"120",129,24,2012-06-11,6,3,12,3.43142857142857,80.7028571428571,65.5571428571428,0.145669,0,0,997,2,10,9,6,65,8,13,102,11,195,128,107,252,86,3,105,103,126,73,169,83,84,108,146,0,0,0,1,0,0,0,1,0,0,1,1,1,1,3,0,3,0
"121",130,25,2012-06-18,6,3,12,3.39428571428571,86.8614285714286,70.2757142857143,0.0178571071428571,0,0,1040,3,4,11,5,70,9,13,104,6,182,124,132,261,105,11,87,110,153,78,159,96,101,117,139,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1
"122",131,26,2012-06-25,6,3,12,3.38285714285714,91.4128571428571,70.2114285714286,0.190100857142857,0,0,1042,2,5,9,3,60,13,7,94,9,167,194,173,217,88,1,107,108,149,74,162,73,81,130,158,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0
"123",132,27,2012-07-02,7,3,12,3.40857142857143,95.9385714285714,77.3471428571429,0.0468221785714286,0,0,976,6,10,4,4,41,7,9,118,7,168,145,155,215,84,3,91,72,141,82,148,88,75,132,147,1,0,1,0,2,1,0,1,0,1,0,0,4,3,1,1,0,0
"124",133,28,2012-07-09,7,3,12,3.45428571428571,88.9828571428571,70.79,0.101096535714286,0,0,976,1,8,9,7,56,11,8,105,13,142,127,160,222,102,5,75,122,141,65,133,100,78,111,151,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,2
"125",134,29,2012-07-16,7,3,12,3.52142857142857,88.79,72.4485714285714,0.430347845714286,0,0,970,2,11,7,1,56,2,13,89,8,169,156,170,199,86,1,97,105,146,64,134,95,70,111,148,0,1,0,0,0,0,0,1,0,1,3,1,0,0,3,0,3,0
"126",135,30,2012-07-23,7,3,12,3.61714285714286,89.8571428571429,72.95,0.07110222,0,0,1024,6,6,3,0,69,10,11,84,9,172,141,195,231,80,7,85,91,159,64,157,116,73,110,169,0,1,1,2,0,1,1,0,0,1,0,0,0,2,1,0,1,1
"127",136,31,2012-07-30,7,3,12,3.73285714285714,89.2785714285714,74.3,0.0139201071428571,0,0,1097,7,6,8,3,67,9,1,108,13,166,132,207,282,87,1,99,107,189,76,193,75,76,126,156,2,0,0,1,0,0,4,0,0,0,1,0,2,0,0,3,0,0
"128",137,32,2012-08-06,8,3,12,3.86428571428571,91.4,76.5628571428571,0.177823041428571,0,0,1062,3,7,2,7,50,9,15,117,6,151,168,180,219,125,3,111,130,134,66,162,81,116,113,149,1,0,0,0,1,0,0,1,0,1,0,1,2,0,1,0,2,0
"129",138,33,2012-08-13,8,3,12,4.01714285714286,88.4428571428572,72.7442857142857,0.214521505714286,0,0,1022,4,3,5,9,49,3,14,95,8,192,176,153,205,96,10,113,139,165,64,141,88,76,100,136,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0
"130",139,34,2012-08-20,8,3,12,4.18,82.49,66.9842857142857,0.396135315714286,0,0,935,7,11,6,3,45,12,2,105,9,152,156,124,210,89,4,68,98,143,73,142,71,84,139,117,0,1,0,2,0,0,3,1,0,0,1,1,2,3,0,1,2,1
"131",140,35,2012-08-27,8,3,12,4.35571428571429,86.6942857142857,70.5842857142857,0.227879184285714,0,0.714285714285714,1010,3,7,5,7,61,9,7,103,10,194,160,121,225,96,2,92,116,178,89,123,76,70,116,150,1,1,0,0,0,1,0,0,0,1,1,1,2,0,1,1,0,0
"132",141,36,2012-09-03,9,4,12,4.54142857142857,86.3342857142857,71.7928571428571,0.144352917142857,0,0.571428571428571,930,8,13,4,5,55,14,8,104,15,182,162,100,191,66,3,94,126,172,74,125,79,73,76,111,0,1,2,0,1,2,0,1,1,1,2,1,1,2,4,1,0,1
"133",142,37,2012-09-10,9,4,12,4.73,77.45,57.7657142857143,0,0,0.714285714285714,924,1,6,4,5,31,7,7,76,9,192,156,121,212,93,4,89,114,150,59,110,76,90,110,126,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,0,0
"134",143,38,2012-09-17,9,4,12,4.92,75.3542857142857,57.6371428571429,0.175292112857143,0,0.571428571428571,993,7,6,7,3,44,8,9,125,13,180,160,137,217,66,11,79,136,140,84,138,81,83,119,133,0,1,2,1,0,2,1,0,0,0,1,0,0,1,2,1,1,0
"135",144,39,2012-09-24,9,4,12,5.10857142857143,73.9271428571429,56.7885714285714,0.0507591785714286,0,0.714285714285714,1058,7,9,6,5,71,16,8,118,12,194,177,119,244,66,6,86,150,178,92,132,90,88,116,126,0,1,0,1,0,0,2,1,2,0,2,0,2,0,1,1,3,0
"136",145,40,2012-10-01,10,4,12,5.29714285714286,75.2,59.2057142857143,0.165072785714286,0,0.714285714285714,968,4,4,3,2,52,12,8,83,22,164,168,128,243,73,2,128,98,168,92,105,70,100,97,110,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0
"137",146,41,2012-10-08,10,4,12,5.47285714285714,61.4942857142857,44.78,0.0205736371428571,0,0.714285714285714,990,4,8,4,1,74,9,7,93,21,155,151,152,229,80,2,106,118,148,89,130,94,95,95,114,0,3,0,0,0,0,0,0,1,1,2,0,2,1,0,0,2,0
"138",147,42,2012-10-15,10,4,12,5.64428571428571,68.1542857142857,50.36,0.220516994285714,0,0.714285714285714,953,2,8,9,3,60,10,21,84,12,171,159,143,198,71,2,91,93,154,98,127,80,90,108,112,1,0,0,0,0,1,0,0,0,0,0,1,3,2,2,0,0,0
"139",148,43,2012-10-22,10,4,12,5.8,69.6714285714286,55.2328571428571,0.00956128571428571,0,0.714285714285714,1000,3,9,4,1,63,14,11,87,13,171,169,128,240,85,2,93,105,145,58,164,89,91,115,140,0,0,0,0,0,1,0,2,0,0,0,0,2,4,1,1,1,0
"140",149,44,2012-10-29,10,4,12,6.08571428571429,51.9928571428571,42.3628571428571,1.04579093428571,0,0.714285714285714,886,7,7,5,4,61,12,16,72,8,136,163,130,192,69,4,99,99,146,60,100,75,104,85,118,1,1,1,0,0,2,1,0,1,1,1,0,2,1,1,1,0,0
"141",150,45,2012-11-05,11,4,12,7.06714285714286,52.6485714285714,38.1585714285714,0.00154667857142857,0,0.714285714285714,923,3,3,9,5,60,5,9,71,13,152,138,166,192,93,4,93,138,151,79,110,54,87,105,106,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
"142",151,46,2012-11-12,11,4,12,7.16142857142857,55.0142857142857,39.3671428571429,0.0762090714285714,0,0.714285714285714,859,6,10,7,2,68,19,12,74,17,159,133,100,186,62,4,84,91,152,82,119,63,83,71,114,1,0,1,2,0,1,1,0,0,0,0,1,4,2,1,2,0,0
"143",152,47,2012-11-19,11,4,12,7.23857142857143,54.5642857142857,37.9142857142857,0,0,0.428571428571429,852,6,6,4,4,52,12,10,71,12,164,136,125,167,80,3,99,120,126,45,108,71,76,99,108,1,1,0,2,0,1,1,0,0,0,4,1,0,0,0,0,0,1
"144",153,48,2012-11-26,11,4,12,7.28,49.0742857142857,34.7771428571429,0.0381045357142857,0,0.714285714285714,968,3,10,6,5,68,18,11,78,19,173,164,106,221,83,3,111,95,147,72,115,90,90,109,139,0,0,0,0,0,2,0,0,1,1,1,3,0,1,1,0,2,1
"145",154,49,2012-12-03,12,1,12,7.3,56.8528571428571,42.0542857142857,0.0394656128571429,0,0.714285714285714,926,4,4,9,3,77,9,10,86,14,169,143,117,202,75,4,92,104,182,84,108,69,60,95,132,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0
"146",155,50,2012-12-10,12,1,12,7.28428571428571,53.6257142857143,38.7885714285714,0.0265297557142857,0,0.714285714285714,932,4,9,7,6,83,14,9,79,12,172,172,105,193,65,2,115,94,180,70,113,62,81,114,102,1,0,0,0,2,0,0,1,0,1,0,0,0,3,1,2,2,0
"147",156,51,2012-12-17,12,1,12,7.24142857142857,52.0185714285714,38.5828571428571,0.220286398571429,0,0.714285714285714,855,2,5,7,1,49,10,8,63,17,140,170,110,192,79,2,89,107,161,63,96,63,76,76,124,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2
"148",157,52,2012-12-24,12,1,12,7.17142857142857,43.8542857142857,33.2471428571429,0.195303321428571,0.0281214285714286,0,770,2,10,0,3,69,12,15,62,6,140,137,108,139,63,4,83,116,130,66,66,65,72,73,99,0,0,0,1,0,1,0,0,0,1,0,4,1,0,4,0,0,0
"149",158,53,2012-12-31,12,1,12,7.08714285714286,42.0028571428571,31.2928571428571,0,0,0.428571428571429,882,2,6,12,1,49,16,10,86,11,178,129,118,195,64,5,105,112,157,48,87,63,85,108,117,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,0,1,0
"150",159,1,2013-01-07,1,1,13,6.98285714285714,50.8485714285714,36.6414285714286,0.0348705714285714,0,0.714285714285714,907,5,11,0,2,65,20,13,81,19,155,144,116,211,57,8,115,102,139,72,107,78,79,101,114,0,1,0,2,0,0,1,1,0,1,0,1,2,0,3,1,3,0
"151",160,2,2013-01-14,1,1,13,6.85571428571429,48.0714285714286,35.7028571428571,0.226658714285714,0,0.714285714285714,881,3,9,3,0,68,16,12,97,17,153,137,110,187,65,4,95,109,139,65,102,79,77,95,120,0,0,0,0,0,1,2,0,0,2,0,2,3,0,0,1,1,0
"152",161,3,2013-01-21,1,1,13,6.72428571428571,33.5814285714286,19.4,0.0102193271428571,0.197787382827143,0.285714285714286,787,2,3,5,5,44,14,9,61,6,151,120,77,196,90,4,62,98,136,70,89,69,72,89,102,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
"153",162,4,2013-01-28,1,1,13,6.58714285714286,46.5928571428571,30.0971428571429,0.338531381428571,0.230595714285714,0.714285714285714,799,7,8,6,3,35,14,8,88,8,127,111,96,219,66,3,89,94,130,64,93,76,56,89,108,1,1,2,3,0,0,0,0,0,3,1,1,2,1,0,0,0,0
"154",163,5,2013-02-04,2,1,13,6.44714285714286,39.56,28.8628571428571,0.0292462857142857,0.0168728571428571,0.714285714285714,798,3,4,4,6,40,10,11,89,11,171,108,110,156,74,1,84,74,150,50,112,80,64,84,100,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1
"155",164,6,2013-02-11,2,1,13,6.31428571428571,47.8528571428571,33.7742857142857,0.11834622,0.123734285714286,0.714285714285714,820,1,2,3,1,53,4,12,78,14,153,93,134,205,60,7,89,93,122,52,135,72,72,92,93,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"156",165,7,2013-02-18,2,1,13,6.18285714285714,41.09,28.49,0.0340269285714286,0,0.571428571428571,793,7,3,7,1,44,6,7,87,13,153,109,103,194,55,4,108,56,129,69,90,68,68,104,101,0,1,2,3,0,0,1,0,0,0,2,0,0,1,0,0,0,0
"157",166,8,2013-02-25,2,1,13,6.05,46.9271428571429,35.2142857142857,0.0988468214285714,0,0.714285714285714,805,5,5,4,1,55,5,8,83,15,152,91,106,214,54,7,87,77,134,60,96,63,67,97,124,1,0,0,2,0,2,0,0,0,1,0,1,1,0,1,0,0,1
"158",167,9,2013-03-04,3,2,13,5.79,48.9971428571429,33.5814285714286,0.0894261428571429,0.170603331458571,0.714285714285714,809,2,5,3,2,33,2,13,91,12,131,123,121,197,70,4,82,77,119,85,85,68,88,106,99,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,2
"159",168,10,2013-03-11,3,2,13,4.81,53.7028571428571,37.6314285714286,0.107845678571429,0,0.714285714285714,869,4,3,6,4,46,4,8,97,19,177,109,116,207,64,5,99,83,150,76,83,82,71,91,134,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0
"160",169,11,2013-03-18,3,2,13,4.68285714285714,47.6214285714286,32.6428571428571,0.05633847,0,0.714285714285714,848,6,0,6,5,61,4,5,74,15,181,120,134,175,61,1,72,122,139,53,101,97,63,66,135,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"161",170,12,2013-03-25,3,2,13,4.57571428571429,51.1057142857143,37.3485714285714,0.0970189285714286,0.686162857142857,0,766,3,4,6,2,47,11,16,75,15,124,106,112,172,68,5,93,95,123,56,87,74,52,72,114,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
"162",171,13,2013-04-01,4,2,13,4.46714285714286,56.9428571428571,36.1528571428571,0.0210910714285714,0,0.428571428571429,849,5,4,3,1,58,8,6,95,11,146,128,96,227,58,3,112,98,134,72,94,69,64,95,111,0,2,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0
"163",172,14,2013-04-08,4,2,13,4.35,77.3471428571429,54.6542857142857,0.0995498571428571,0,0.714285714285714,972,5,15,5,3,82,12,8,109,12,184,112,115,208,92,10,99,123,146,77,112,97,86,90,142,1,0,0,1,0,0,1,2,0,2,2,2,4,0,2,2,1,0
"164",173,15,2013-04-15,4,2,13,4.23285714285714,69.1957142857143,52.4428571428571,0.145387785714286,0,0.714285714285714,939,5,8,9,4,55,11,12,97,10,160,140,145,218,62,3,75,87,162,73,104,77,83,97,181,0,0,1,0,2,0,1,0,1,0,1,0,0,0,1,2,1,3
"165",174,16,2013-04-22,4,2,13,4.11714285714286,65.7242857142857,45.4614285714286,0,0,0.714285714285714,961,3,6,4,1,54,9,8,90,21,171,127,155,240,64,8,100,124,151,74,115,92,74,81,149,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
"166",175,17,2013-04-29,4,2,13,4,66.7785714285714,49.3957142857143,0.0928007142857143,0,0.714285714285714,908,4,4,5,2,53,8,13,76,12,187,125,117,224,75,3,93,94,145,76,101,72,89,102,136,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0
"167",176,18,2013-05-06,5,2,13,3.88285714285714,71.8571428571429,55.6828571428571,0.309757535714286,0,0.714285714285714,986,5,6,6,2,52,9,17,110,11,182,156,109,236,79,6,102,114,139,86,130,67,84,116,148,2,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,2,1
"168",177,19,2013-05-13,5,2,13,3.78142857142857,71.7285714285714,54.4228571428571,0.0158886071428571,0,0.714285714285714,1027,2,8,5,4,48,15,9,106,16,183,145,152,239,91,4,116,118,174,79,117,102,75,127,119,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,4,1
"169",178,20,2013-05-20,5,2,13,3.67571428571429,76.2157142857143,60.2857142857143,0.160151535714286,0,0.714285714285714,1060,6,17,5,1,52,7,6,113,17,166,161,148,253,101,7,124,142,141,95,113,99,98,116,131,0,0,2,0,0,2,1,1,0,4,0,2,1,0,3,1,5,1
"170",179,21,2013-05-27,5,2,13,3.58428571428571,84.4442857142857,65.8528571428571,0.0350561728571429,0,0.571428571428571,1024,6,9,6,2,52,9,14,107,12,201,141,120,261,76,8,101,138,149,76,114,70,94,138,144,1,2,0,0,0,0,0,2,1,0,1,1,2,0,1,4,0,0
"171",180,22,2013-06-03,6,3,13,3.50428571428571,77.63,63.9371428571429,0.492501827142857,0,0.428571428571429,1015,5,11,5,4,64,14,13,96,13,177,125,144,245,93,6,93,110,173,93,129,80,67,115,155,0,1,3,0,1,0,0,0,0,0,0,6,2,2,0,0,1,0
"172",181,23,2013-06-10,6,3,13,3.44571428571429,82.7085714285714,66.9842857142857,0.563553428571429,0,0,1014,4,10,13,0,42,16,11,90,17,181,152,132,232,101,13,84,127,142,79,151,88,96,106,141,0,0,0,2,0,0,1,0,1,0,1,2,0,0,4,2,1,0
"173",182,24,2013-06-17,6,3,13,3.40571428571429,82.3485714285714,66.5728571428571,0.0258717142857143,0,0,1056,9,18,3,3,51,10,9,115,12,160,161,127,245,126,7,104,130,155,87,133,110,78,123,136,2,0,0,2,3,2,0,0,0,3,0,0,3,0,8,0,1,3
"174",183,25,2013-06-24,6,3,13,3.38,88.6614285714286,71.7157142857143,0.124296714285714,0,0,1040,8,15,5,0,49,12,11,93,11,160,157,153,260,102,4,96,125,165,80,124,111,80,122,137,1,0,2,2,0,0,2,0,1,0,1,5,2,3,1,3,0,0
"175",184,26,2013-07-01,7,3,13,3.4,88.6614285714286,74.6342857142857,0.121484571428571,0,0,922,4,13,3,3,47,9,22,104,8,156,150,107,203,89,4,91,102,137,73,119,78,85,104,133,1,0,0,0,1,2,0,0,0,0,1,0,1,2,0,6,2,1
"176",185,27,2013-07-08,7,3,13,3.43857142857143,85.8071428571428,72.2685714285714,0.191040112857143,0,0,967,5,10,6,2,42,5,5,92,14,141,152,141,241,105,6,102,102,144,93,116,79,69,108,154,0,0,0,2,0,1,0,0,2,1,0,1,4,0,2,1,0,1
"177",186,28,2013-07-15,7,3,13,3.5,93.29,77.1542857142857,0.07161403,0,0,1073,3,3,7,2,53,11,9,99,9,190,182,129,224,146,6,116,137,158,91,116,85,81,120,169,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"178",187,29,2013-07-22,7,3,13,3.58571428571429,83.8014285714286,69.5942857142857,0.0507591785714286,0,0,1075,7,15,7,7,62,13,5,94,13,165,177,128,243,131,8,91,137,178,81,148,90,106,97,146,0,0,1,0,3,2,0,0,1,1,2,0,2,1,5,0,1,3
"179",188,30,2013-07-29,7,3,13,3.7,82.1042857142857,67.5114285714286,0.0851629342857143,0,0,1069,5,8,6,3,80,7,14,96,8,157,164,138,238,139,6,117,108,171,84,112,93,97,114,173,0,0,3,0,0,0,2,0,0,1,0,0,0,1,4,1,1,0
"180",189,31,2013-08-05,8,3,13,3.82428571428571,82.3614285714286,70.4171428571429,0.250843142857143,0,0,992,0,11,7,5,55,11,7,100,12,167,147,121,219,128,2,98,120,146,74,125,76,73,130,150,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,3
"181",190,32,2013-08-12,8,3,13,3.97142857142857,81.1657142857143,64.8371428571429,0.0167772442857143,0,0,1082,5,14,6,4,65,7,11,93,14,151,158,138,276,138,2,130,148,151,82,122,93,94,112,150,0,2,0,1,0,1,0,0,1,6,1,1,1,1,3,0,0,1
"182",191,33,2013-08-19,8,3,13,4.13285714285714,82.5671428571429,66.9842857142857,0.00421821428571429,0,0,1052,5,18,5,4,61,10,11,96,10,156,153,126,280,109,8,100,131,159,94,131,80,86,118,152,1,0,1,1,0,0,0,2,0,0,1,1,7,2,1,0,3,3
"183",192,34,2013-08-26,8,3,13,4.30285714285714,87.44,71.2785714285714,0.00688975,0,0.571428571428571,1010,4,8,3,1,56,11,17,126,15,169,157,111,247,79,6,117,117,169,98,103,85,61,110,150,0,0,0,1,2,1,0,0,0,1,2,0,3,1,1,0,0,0
"184",193,35,2013-09-02,9,4,13,4.48857142857143,84.29,64.7085714285714,0,0,0.714285714285714,1021,9,14,4,1,50,10,12,115,16,189,161,121,230,85,4,107,134,170,86,97,93,88,114,132,1,1,3,1,1,2,0,0,0,1,0,3,3,0,2,3,1,1
"185",194,36,2013-09-09,9,4,13,4.67571428571429,82.8628571428571,64.6571428571429,0.0622889642857143,0,0.714285714285714,960,4,6,8,2,35,8,10,77,14,191,151,117,269,61,7,105,124,146,70,94,93,83,136,109,1,0,1,0,0,1,1,0,0,2,0,0,0,0,1,3,0,0
"186",195,37,2013-09-16,9,4,13,4.86714285714286,73.9914285714286,54.6928571428571,0.149746607142857,0,0.714285714285714,938,4,5,4,0,70,7,15,62,14,163,146,117,259,68,4,103,108,130,90,102,82,85,133,104,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,3,0
"187",196,38,2013-09-23,9,4,13,5.05428571428571,71.6514285714286,54.6414285714286,0,0,0.714285714285714,1024,3,6,4,2,80,12,4,80,16,181,139,133,273,86,5,102,121,140,84,111,97,88,145,135,1,0,2,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0
"188",197,39,2013-09-30,9,4,13,5.24428571428571,82.6571428571429,63.1528571428571,0,0,0.714285714285714,1015,2,5,9,2,60,12,11,86,16,187,140,117,302,62,4,91,110,164,103,124,68,93,124,138,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"189",198,40,2013-10-07,10,4,13,5.42285714285714,67.4342857142857,55.7214285714286,0.747934387142857,0,0.714285714285714,948,1,4,4,3,41,13,7,70,10,152,149,124,238,127,5,128,116,144,89,111,68,78,95,119,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"190",199,41,2013-10-14,10,4,13,5.59714285714286,68.9257142857143,53.7285714285714,0.0106861428571429,0,0.428571428571429,1108,9,3,9,3,63,20,7,90,12,157,173,161,269,127,5,152,101,200,80,144,70,121,98,142,4,0,0,1,1,2,1,0,0,0,0,0,0,0,0,3,0,0
"191",200,42,2013-10-21,10,4,13,5.75428571428571,59.0128571428571,42.3628571428571,0,0,0.714285714285714,1062,5,2,7,2,64,5,12,68,1,157,176,163,286,102,12,105,140,172,76,117,87,98,126,141,1,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0
