year,week,precip.in,snow.in,tmax.f
2018,11,0.8995232419547079,0,29.34844720496894
2018,12,1.1618593563766388,0,29.401863354037268
2018,13,2.0016746411483255,0,29.178048780487803
2018,14,0.6510131108462456,0,29.10248447204969
2018,15,0.5208235294117647,0,27.362666666666666
2018,16,0.5449101796407185,0,28.174545454545456
2018,17,3.195608531994981,47,27.384158415841586
2018,18,0.638357843137255,0,27.226086956521737
2018,19,0.6440718562874251,0,24.498181818181816
2018,20,0.2907673860911271,0,24.243373493975902
2018,21,0.5146987951807229,0,23.493529411764705
2018,22,2.2708029197080295,0,22.62808988764045
2018,23,0.43305389221556884,2,22.07987804878049
2018,24,2.737546933667084,13.45,20.613065326633166
2018,25,5.7544685990338165,0,21.438953488372093
2018,26,0.2176190476190476,4.45,21.96708860759494
2018,27,2.8037760416666666,8.733333333333333,25.185152838427946
2018,28,0.04474940334128878,0,22.374074074074073
2018,29,1.2672110552763818,1,21.0990099009901
2018,30,3.5651796778190827,6.1,21.44375
2018,31,1.4628676470588236,3.55,21.927472527472528
2018,32,0.9185679611650486,3.3,20.709302325581397
2018,33,0.47448359659781286,0,22.796610169491526
2018,34,0.3387951807228916,0,23.377058823529413
2018,35,0.3898916967509025,0,24.960946745562133
2018,36,0.13983353151010702,0,25.145283018867925
2018,37,0.640686274509804,0,25.77282608695652
2018,38,0.3713443396226415,0,24.59078947368421
2018,39,0.47810578105781054,0,29.03422459893048
2018,40,1.6990159901599013,3.025,24.437158469945356
2018,41,0.7800733496332518,0,26.6032967032967
2018,42,1.1705811138014528,0,25.145977011494253
2018,43,0.9677135678391959,1,24.934975369458126
2018,44,0.6161676646706586,0,27.70060606060606
2018,45,0.9843329253365972,0,24.450273224043716
2018,46,1.72992700729927,0,25.852808988764046
2018,47,0.8283687943262411,0,24.983116883116885
2018,48,1.2417073170731707,0,24.581666666666667
2018,49,0.4661556603773585,0,30.86578947368421
2018,50,1.0225768321513002,0,29.73246753246753
2018,51,1.6531862745098038,6.1,26.842076502732244
2018,52,0.6457831325301205,2,30.933727810650886
2018,1,1.205588585017836,15.5,30.503184713375795
2019,2,0.9126060606060606,10.9,30.160344827586208
2019,3,1.1204819277108435,0,29.060000000000002
2019,4,1.5612366230677766,17,32.2
2019,5,2.1894736842105265,15,32.011042944785274
2019,6,1.2479091995221028,4.275,27.918709677419354
2019,7,0.5303874092009686,16,29.429479768786127
2019,8,0.3430471584038694,12.05,30.114619883040934
2019,9,0.7721649484536083,19.1,26.61031390134529
2019,10,1.1876678876678877,32,30.393333333333334
2019,11,0.37646341463414634,19.1,29.118435754189942
2019,12,1.938755980861244,0,29.365243902439023
2019,13,2.7415536374845866,0,25.783068783068785
2019,14,1.6275061124694374,4.85,29.33806818181818
2019,15,0.42815533980582526,0,27.796590909090906
2019,16,2.4693548387096778,1,26.688020833333333
2019,17,1.0789149198520345,4.1,24.20372340425532
2019,18,0.49580764488286067,0,24.9010582010582
2019,19,2.2661310259579728,1.5,24.6475935828877
2019,20,0.13933823529411765,0,24.768478260869564
2019,21,0.9758961681087763,1,23.786315789473683
2019,22,0.3022249690976514,55.1,23.06157894736842
2019,23,0.030622009569377988,0,23.42012195121951
2019,24,3.5394242803504383,0,22.165671641791043
2019,25,1.057791411042945,3.344444444444444,21.34659090909091
2019,26,5.994981179422835,1,22.335148514851486
2019,27,1.3643802647412755,1,21.476785714285715
2019,28,0.7914457831325301,0,23.668823529411764
2019,29,0.31451027811366383,0,21.714450867052022
2019,30,1.3906091370558376,3.2857142857142856,22.550731707317073
2019,31,0.1997587454764777,2,22.92058823529412
2019,32,0.8873035066505441,0,24.024855491329483
2019,33,0.06571782178217822,1,23.785863874345548
2019,34,0.25797280593325095,2,22.109473684210528
2019,35,0.7234939759036145,3,24.16449704142012
2019,36,3.7663366336633666,1,23.098429319371725
2019,37,0.402200488997555,4.633333333333334,27.34189944134078
2019,38,0.5159509202453988,1,27.133879781420763
2019,39,0.32992788461538464,0,26.463095238095242
2019,40,0.29113001215066825,1,28.326704545454543
2019,41,0.19794685990338162,1,26.33040935672515
2019,42,1.3160295930949446,2,24.735675675675676
2019,43,0.21798816568047336,1.3333333333333335,28.306578947368422
2019,44,0.5551558752997602,2.2199999999999998,29.263354037267078
2019,45,0.3407766990291262,0,28.11988636363636
2019,46,0.6091017964071856,2.55,28.78159509202454
2019,47,0.05612121212121211,0,31.28857142857143
2019,48,0.5888077858880779,0,27.241573033707862
2019,49,1.0328915662650604,0,30.951176470588234
2019,50,0.6981640146878825,4.1,26.133516483516484
2019,51,0.6668263473053893,1,32.52987804878049
2019,52,0.4994061757719715,0,31.142405063291143
2019,1,1.4532199270959902,0,29.015819209039545
2020,2,2.47320987654321,0,30.24947368421053
2020,3,1.4993887530562346,0,28.655494505494506
2020,4,2.605609756097561,1,29.71117318435754
2020,5,0.4393341553637485,7.1,33.583510638297874
2020,6,0.9034813925570229,15,31.21686746987952
2020,7,2.8557856272838,12.95,27.018285714285714
2020,8,1.7343209876543209,13,28.972486772486775
2020,9,2.010157194679565,8.9,29.015697674418607
2020,10,4.554814814814815,0,28.614736842105266
2020,11,1.2976885644768856,2,30.940112994350283
2020,12,1.7313868613138688,0,27.922471910112357
2020,13,0.6692399049881235,0,29.60189873417722
2020,14,0.4420096852300242,0,26.924712643678163
2020,15,1.1412718204488779,0,27.709090909090907
2020,16,1.367247820672478,1.75,27.05925925925926
2020,17,1.3907203907203907,0,26.924309392265194
2020,18,0.8740338164251208,1,26.20176470588235
2020,19,0.6304506699147381,1,25.865730337078652
2020,20,0.22055137844611528,0,25.01881188118812
2020,21,0.4525672371638142,0,23.981868131868133
2020,22,10.456860321384426,1,20.873157894736842
2020,23,0.5848300970873787,0,22.394318181818182
2020,24,0.14854368932038836,0,24.285227272727273
2020,25,0.15279805352798054,0,24.08539325842697
2020,26,0.5005006257822278,0,22.72089552238806
2020,27,7.216399506781751,7.585714285714286,22.47142857142857
2020,28,2.1970959595959596,9.066666666666666,20.149756097560974
2020,29,1.5799748110831235,17.55,21.402450980392157
2020,30,0.5217446270543615,9.275,21.897560975609757
2020,31,0.6395261845386534,4.55,24.606632653061226
2020,32,3.8161963190184047,0,22.382162162162164
2020,33,10.018646232439336,1.5,23.033953488372095
2020,34,3.314110429447853,2,22.027717391304346
2020,35,0.3124390243902439,0,24.08888888888889
2020,36,0.2344611528822055,0,25.336138613861387
2020,37,7.7142509135200985,0,25.64972067039106
2020,38,0.2825062034739454,1,28.0559585492228
2020,39,2.1230674846625766,0,24.00054054054054
2020,40,0.9070658682634731,1,25.90792682926829
2020,41,0.8312576312576313,1.5,22.975977653631283
2020,42,0.4416464891041162,0,29.09425287356322
2020,43,0.9208436724565757,0,29.165463917525773
2020,44,1.1774818401937046,0,29.502298850574714
2020,45,4.848780487804878,0,27.16777777777778
2020,46,1.8837267080745341,0,27.365128205128208
2020,47,0.44733727810650886,0,30.42774193548387
2020,48,2.036263736263736,0,30.61436464088398
2020,49,3.3132169576059853,3,26.029441624365482
2020,50,1.7909420289855074,0,28.88139534883721
2020,51,1.6735365853658535,2,25.508938547486032
2020,52,4.953985507246377,0,28.29418604651163
2020,53,1.7880835380835383,8.9,29.475675675675678
