"","weekofyr","Schizophrenia_tot","Depress_tot","bipolar_tot","othermood_tot","anxiety_tot","OCD_tot","trauma_tot","impulse_tot","personality_tot","eating_tot","somatic_tot","suicidal_tot","misc_tot","neuro_tot","etoh_tot","opioid_tot","weed_tot","sedative_tot","stimulant_tot","halluc_tot","tobacco_tot","othersub_tot","disord_rem_tot","mh_all_tot","substance_tot","mh_minus_sub_tot","indig_mh_all_tot","black_mh_all_tot","asian_mh_all_tot","white_mh_all_tot","latin_mh_all_tot","indig_substance_tot","asian_substance_tot","black_substance_tot","white_substance_tot","latin_substance_tot","indig_mh_minus_sub_tot","asian_mh_minus_sub_tot","black_mh_minus_sub_tot","white_mh_minus_sub_tot","latin_mh_minus_sub_tot","total_pop","na_pop","white_pop","black_pop","asian_pop","hisp_pop","Schizophrenia_incid_c","Depress_incid_c","bipolar_incid_c","othermood_incid_c","anxiety_incid_c","OCD_incid_c","trauma_incid_c","impulse_incid_c","personality_incid_c","eating_incid_c","somatic_incid_c","suicidal_incid_c","misc_incid_c","neuro_incid_c","etoh_incid_c","opioid_incid_c","weed_incid_c","sedative_incid_c","stimulant_incid_c","halluc_incid_c","tobacco_incid_c","othersub_incid_c","disord_rem_incid_c","mh_all_incid_c","substance_incid_c","indig_mh_all_incid_c","asian_mh_all_incid_c","black_mh_all_incid_c","white_mh_all_incid_c","latin_mh_all_incid_c","indig_substance_incid_c","asian_substance_incid_c","black_substance_incid_c","white_substance_incid_c","latin_substance_incid_c","indig_mh_minus_sub_incid_c","asian_mh_minus_sub_incid_c","black_mh_minus_sub_incid_c","white_mh_minus_sub_incid_c","latin_mh_minus_sub_incid_c","year"
"168",11,248,741,171,40,739,17,184,25,89,5,4,195,17,140,537,105,110,10,137,10,3,101,90,2143,1015,1128,27,162,14,585,63,28,9,114,266,25,-1,5,48,319,38,1096854,9645,757973,163861,79308,87287,0.226101194871879,0.67556848951638,0.155900420657626,0.0364679346567547,0.673745092783543,0.0154988722291207,0.167752499421072,0.0227924591604717,0.0811411546112792,0.00455849183209434,0.00364679346567547,0.177781181451679,0.0154988722291207,0.127637771298641,0.489582022766932,0.095728328473981,0.100286820306075,0.00911698366418867,0.124902676199385,0.00911698366418867,0.0027350950992566,0.0920815350083056,0.082052852977698,1.95376959923563,0.92537384191515,2.79937791601866,0.176526958188329,0.988642813115995,0.77179530141575,0.721756962663398,2.90305857957491,0.113481615978212,0.695711609229774,0.350935983207845,0.286411493120396,-0.103680663556247,0.0630453422101175,0.292931203886221,0.420859318207905,0.435345469543002,2019
"169",12,260,717,196,41,759,21,225,28,96,22,13,204,33,157,515,113,98,19,117,5,6,115,66,2127,990,1137,40,156,23,563,49,47,7,103,266,23,-7,16,53,297,26,1096854,9645,757973,163861,79308,87287,0.237041575268905,0.653687728722328,0.178692879818098,0.0373796330231735,0.69197906011192,0.0191456656947962,0.205132132444245,0.0255275542597283,0.0875230431762112,0.0200573640612151,0.0118520787634453,0.185986466749449,0.0300860460918226,0.143136643527762,0.469524658705717,0.103021915405332,0.089346439909049,0.0173222689619585,0.106668708871007,0.00455849183209434,0.0054701901985132,0.10484531213817,0.0601720921836452,1.93918242537293,0.902581382754678,4.14722654224987,0.290008574166541,0.952026412630217,0.742770520849687,0.561366526515976,4.8729911871436,0.0882634790941645,0.628581541672515,0.350935983207845,0.263498573670764,-0.725764644893727,0.201745095072376,0.323444870957702,0.391834537641842,0.297867952845212,2019
"170",13,228,749,187,55,722,19,190,26,89,12,10,219,25,164,533,107,109,13,116,7,5,99,69,2105,989,1116,33,163,14,518,50,37,5,107,225,14,-4,9,56,293,36,1096854,9645,757973,163861,79308,87287,0.207867227543502,0.682862076447731,0.170487594520328,0.0501434101530377,0.658246220554422,0.0173222689619585,0.173222689619585,0.0237041575268905,0.0811411546112792,0.0109403803970264,0.00911698366418867,0.199661942245732,0.0227924591604717,0.149518532092694,0.485935229301256,0.0975517252068188,0.0993751219396565,0.0118520787634453,0.105757010504589,0.00638188856493207,0.00455849183209434,0.0902581382754678,0.0629071872829018,1.91912506131172,0.90166968438826,3.42146189735614,0.176526958188329,0.994745546530291,0.683401651510014,0.572822986240792,3.83618455158113,0.0630453422101175,0.6529924753297,0.296844346698365,0.160390436147422,-0.414722654224987,0.113481615978212,0.341753071200591,0.386557304811649,0.41243255009337,2019
"171",14,232,745,168,43,776,15,205,29,104,12,14,202,38,155,562,118,109,17,128,3,3,134,71,2229,1075,1154,24,161,12,576,57,32,3,110,259,25,-8,9,51,317,32,1096854,9645,757973,163861,79308,87287,0.211514021009177,0.679215282982056,0.15316532555837,0.0392030297560113,0.707477932341041,0.013675475496283,0.186898165115868,0.0264392526261471,0.0948166301075622,0.0109403803970264,0.0127637771298641,0.184163070016611,0.0346445379239169,0.141313246794924,0.512374481927403,0.107580407237426,0.0993751219396565,0.0154988722291207,0.116697390901615,0.0027350950992566,0.0027350950992566,0.122167581100128,0.0647305840157396,2.03217565874765,0.980075743900282,2.48833592534992,0.151308821304282,0.982540079701698,0.759921527547815,0.653018204314503,3.3177812337999,0.0378272053260705,0.671300675572589,0.341700825755007,0.286411493120396,-0.829445308449974,0.113481615978212,0.311239404129109,0.418220701792808,0.366606711194107,2019
"172",15,242,759,170,52,785,16,217,23,128,15,8,238,33,143,595,125,113,15,158,5,4,113,67,2227,1128,1099,25,190,11,559,49,22,3,137,270,18,3,8,53,289,31,1096854,9645,757973,163861,79308,87287,0.220631004673366,0.69197906011192,0.154988722291207,0.0474083150537811,0.715683217638811,0.0145871738627019,0.197838545512894,0.0209690624276339,0.116697390901615,0.013675475496283,0.00729358693135094,0.21698421120769,0.0300860460918226,0.130372866397898,0.542460528019226,0.113962295802358,0.103021915405332,0.013675475496283,0.144048341894181,0.00455849183209434,0.00364679346567547,0.103021915405332,0.0610837905500641,2.03035226201482,1.02839575732048,2.59201658890617,0.138699752862259,1.15951934871629,0.737493288019494,0.561366526515976,2.28097459823743,0.0378272053260705,0.836074477758588,0.356213216038038,0.206216275046685,0.31104199066874,0.100872547536188,0.323444870957702,0.381280071981456,0.355150251469291,2019
"173",16,234,782,165,57,765,20,186,20,103,10,10,191,26,157,528,114,81,12,131,8,1,99,78,2163,974,1189,32,162,17,530,45,30,6,90,225,17,2,11,72,305,28,1096854,9645,757973,163861,79308,87287,0.213337417742015,0.712948122539554,0.150430230459113,0.0519668068858754,0.697449250310433,0.0182339673283773,0.169575896153909,0.0182339673283773,0.0939049317411433,0.00911698366418867,0.00911698366418867,0.174134387986004,0.0237041575268905,0.143136643527762,0.481376737469162,0.103933613771751,0.0738475676799282,0.0109403803970264,0.119432486000872,0.00729358693135094,0.000911698366418867,0.0902581382754678,0.0711124725806716,1.97200356656401,0.887994208891977,3.3177812337999,0.2143541635144,0.988642813115995,0.699233350000594,0.515540687616713,3.1104199066874,0.075654410652141,0.549246007286664,0.296844346698365,0.194759815321869,0.207361327112494,0.138699752862259,0.439396805829331,0.402389003302228,0.320780872294843,2019
"174",17,228,816,170,52,775,21,197,26,100,11,10,223,24,153,517,135,87,17,144,3,4,113,74,2155,1020,1135,26,184,16,551,75,30,4,118,279,38,-4,12,66,272,37,1096854,9645,757973,163861,79308,87287,0.207867227543502,0.743945866997796,0.154988722291207,0.0474083150537811,0.706566233974622,0.0191456656947962,0.179604578184517,0.0237041575268905,0.0911698366418867,0.0100286820306075,0.00911698366418867,0.203308735711407,0.0218807607940528,0.139489850062087,0.471348055438554,0.123079279466547,0.0793177578784414,0.0154988722291207,0.131284564764317,0.0027350950992566,0.00364679346567547,0.103021915405332,0.0674656791149962,1.96470997963266,0.929932333747244,2.69569725246242,0.201745095072376,1.12290294823051,0.726938822359108,0.859234479361188,3.1104199066874,0.050436273768094,0.720122542886959,0.368086989905973,0.435345469543002,-0.414722654224987,0.151308821304282,0.402780405343553,0.358851832453135,0.423889009818186,2019
"175",18,259,753,182,52,773,18,245,33,120,8,6,195,38,149,541,112,103,11,149,5,3,123,65,2208,1048,1160,29,158,17,551,54,21,6,111,232,23,8,11,47,319,31,1096854,9645,757973,163861,79308,87287,0.236129876902487,0.686508869913407,0.165929102688234,0.0474083150537811,0.704742837241784,0.0164105705955396,0.223366099772622,0.0300860460918226,0.109403803970264,0.00729358693135094,0.0054701901985132,0.177781181451679,0.0346445379239169,0.135843056596411,0.493228816232607,0.102110217038913,0.0939049317411433,0.0100286820306075,0.135843056596411,0.00455849183209434,0.0027350950992566,0.112138899069521,0.0592603938172264,2.01302999305286,0.955459888006973,3.00673924313116,0.2143541635144,0.96423187945881,0.726938822359108,0.618648825140055,2.17729393468118,0.075654410652141,0.677403408986885,0.306079504151203,0.263498573670764,0.829445308449974,0.138699752862259,0.286828470471924,0.420859318207905,0.355150251469291,2019
"176",19,238,748,172,58,773,28,205,22,107,13,10,230,30,165,560,133,109,25,164,3,2,121,83,2177,1123,1054,32,181,13,605,39,33,6,121,282,17,-1,7,60,323,22,1096854,9645,757973,163861,79308,87287,0.21698421120769,0.681950378081313,0.156812119024045,0.0528785052522943,0.704742837241784,0.0255275542597283,0.186898165115868,0.0200573640612151,0.0975517252068188,0.0118520787634453,0.00911698366418867,0.209690624276339,0.027350950992566,0.150430230459113,0.510551085194565,0.121255882733709,0.0993751219396565,0.0227924591604717,0.149518532092694,0.0027350950992566,0.00182339673283773,0.110315502336683,0.075670964412766,1.98476734369387,1.02383726548839,3.3177812337999,0.163917889746306,1.10459474798762,0.798181465566715,0.446801929267818,3.42146189735614,0.075654410652141,0.738430743129848,0.372044914528618,0.194759815321869,-0.103680663556247,0.0882634790941645,0.366164004857776,0.426136551038098,0.252042113945948,2019
"177",20,230,794,165,56,798,17,219,32,122,13,15,250,35,164,541,104,96,15,149,1,3,111,70,2246,1022,1224,31,179,11,618,65,28,7,122,263,23,3,4,57,355,42,1096854,9645,757973,163861,79308,87287,0.209690624276339,0.72388850293658,0.150430230459113,0.0510551085194566,0.727535296402256,0.0154988722291207,0.199661942245732,0.0291743477254037,0.111227200703102,0.0118520787634453,0.013675475496283,0.227924591604717,0.0319094428246603,0.149518532092694,0.493228816232607,0.0948166301075622,0.0875230431762112,0.013675475496283,0.135843056596411,0.000911698366418867,0.0027350950992566,0.101198518672494,0.0638188856493207,2.04767453097678,0.931755730480082,3.21410057024365,0.138699752862259,1.09238928115903,0.815332472264843,0.744669882113029,2.90305857957491,0.0882634790941645,0.744533476544144,0.3469780585852,0.263498573670764,0.31104199066874,0.050436273768094,0.347855804614887,0.468354413679643,0.481171308442265,2019
"178",21,235,726,165,51,740,16,212,27,94,13,8,222,24,152,503,104,104,10,115,5,1,108,66,2081,952,1129,35,161,14,543,67,30,5,117,251,33,5,9,44,292,34,1096854,9645,757973,163861,79308,87287,0.214249116108434,0.661893014020097,0.150430230459113,0.0464966166873622,0.674656791149962,0.0145871738627019,0.1932800536808,0.0246158558933094,0.0856996464433735,0.0118520787634453,0.00729358693135094,0.202397037344988,0.0218807607940528,0.138578151695668,0.45858427830869,0.0948166301075622,0.0948166301075622,0.00911698366418867,0.10484531213817,0.00455849183209434,0.000911698366418867,0.0984634235732376,0.0601720921836452,1.89724430051766,0.867936844830762,3.62882322446864,0.176526958188329,0.982540079701698,0.716384356698721,0.767582801562661,3.1104199066874,0.0630453422101175,0.714019809472663,0.331146360094621,0.378063170918923,0.518403317781234,0.113481615978212,0.268520270229036,0.385237996604101,0.389519630643738,2019
"179",22,217,754,169,44,728,13,190,23,100,7,3,221,22,155,586,129,103,23,129,7,3,89,60,2111,1069,1042,38,146,15,538,56,40,5,98,265,18,-2,10,48,273,38,1096854,9645,757973,163861,79308,87287,0.197838545512894,0.687420568279826,0.154077023924789,0.0401147281224302,0.663716410752935,0.0118520787634453,0.173222689619585,0.0209690624276339,0.0911698366418867,0.00638188856493207,0.0027350950992566,0.20148533897857,0.0200573640612151,0.141313246794924,0.534255242721456,0.117609089268034,0.0939049317411433,0.0209690624276339,0.117609089268034,0.00638188856493207,0.0027350950992566,0.0811411546112792,0.054701901985132,1.92459525151023,0.974605553701769,3.93986521513738,0.189136026630353,0.890999078487254,0.70978781566098,0.641561744589687,4.14722654224987,0.0630453422101175,0.598067874601034,0.349616675000297,0.206216275046685,-0.207361327112494,0.126090684420235,0.292931203886221,0.360171140660683,0.435345469543002,2019
"180",23,250,785,153,44,780,10,214,28,90,17,8,231,23,148,573,133,92,16,165,7,3,114,70,2183,1107,1076,30,161,22,561,67,34,13,121,291,35,-4,9,40,270,32,1096854,9645,757973,163861,79308,87287,0.227924591604717,0.715683217638811,0.139489850062087,0.0401147281224302,0.711124725806716,0.00911698366418867,0.195103450413638,0.0255275542597283,0.082052852977698,0.0154988722291207,0.00729358693135094,0.210602322642758,0.0209690624276339,0.134931358229992,0.522403163958011,0.121255882733709,0.0838762497105358,0.0145871738627019,0.150430230459113,0.00638188856493207,0.0027350950992566,0.103933613771751,0.0638188856493207,1.99023753389239,1.00925009162569,3.1104199066874,0.277399505724517,0.982540079701698,0.740131904434591,0.767582801562661,3.52514256091239,0.163917889746306,0.738430743129848,0.383918688396552,0.400976090368554,-0.414722654224987,0.113481615978212,0.244109336571851,0.356213216038038,0.366606711194107,2019
"181",24,268,720,184,46,739,18,224,28,99,16,7,205,32,146,573,121,109,11,139,4,2,112,65,2148,1075,1073,31,155,19,540,58,33,3,114,269,25,-2,16,41,271,33,1096854,9645,757973,163861,79308,87287,0.244335162200256,0.656422823821584,0.167752499421072,0.0419381248552679,0.673745092783543,0.0164105705955396,0.204220434077826,0.0255275542597283,0.0902581382754678,0.0145871738627019,0.00638188856493207,0.186898165115868,0.0291743477254037,0.133107961497155,0.522403163958011,0.110315502336683,0.0993751219396565,0.0100286820306075,0.126726072932223,0.00364679346567547,0.00182339673283773,0.102110217038913,0.0592603938172264,1.95832809106773,0.980075743900282,3.21410057024365,0.239572300398447,0.945923679215921,0.712426432076077,0.664474664039319,3.42146189735614,0.0378272053260705,0.695711609229774,0.35489390783049,0.286411493120396,-0.207361327112494,0.201745095072376,0.250212069986147,0.357532524245587,0.378063170918923,2019
"182",25,265,751,174,47,750,18,209,19,119,12,12,205,27,145,590,113,101,13,149,4,7,115,72,2199,1097,1102,48,175,11,554,59,58,4,114,283,26,-10,7,61,271,33,1096854,9645,757973,163861,79308,87287,0.241600067101,0.684685473180569,0.158635515756883,0.0428498232216867,0.68377377481415,0.0164105705955396,0.190544958581543,0.0173222689619585,0.108492105603845,0.0109403803970264,0.0109403803970264,0.186898165115868,0.0246158558933094,0.132196263130736,0.537902036187132,0.103021915405332,0.0920815350083056,0.0118520787634453,0.135843056596411,0.00364679346567547,0.00638188856493207,0.10484531213817,0.0656422823821584,2.00482470775509,1.0001331079615,4.97667185069984,0.138699752862259,1.06797834750185,0.730896746981753,0.675931123764134,6.01347848626231,0.050436273768094,0.695711609229774,0.373364222736166,0.297867952845212,-1.03680663556247,0.0882634790941645,0.372266738272072,0.357532524245587,0.378063170918923,2019
"183",26,249,741,187,48,756,18,214,25,91,21,12,210,22,143,514,139,98,14,126,6,7,135,67,2138,1041,1097,32,145,13,601,54,32,5,96,292,33,0,8,49,309,21,1096854,9645,757973,163861,79308,87287,0.227012893238298,0.67556848951638,0.170487594520328,0.0437615215881056,0.689243965012663,0.0164105705955396,0.195103450413638,0.0227924591604717,0.0829645513441169,0.0191456656947962,0.0109403803970264,0.191456656947962,0.0200573640612151,0.130372866397898,0.468612960339298,0.126726072932223,0.089346439909049,0.0127637771298641,0.114873994168777,0.0054701901985132,0.00638188856493207,0.123079279466547,0.0610837905500641,1.94921110740354,0.949077999442041,3.3177812337999,0.163917889746306,0.884896345072958,0.792904232736522,0.618648825140055,3.3177812337999,0.0630453422101175,0.585862407772441,0.385237996604101,0.378063170918923,0,0.100872547536188,0.299033937300517,0.407666236132422,0.240585654221133,2019
"184",27,213,703,172,55,720,18,208,17,106,12,7,189,31,147,602,121,101,18,142,2,3,119,65,2088,1109,979,23,162,11,524,51,28,4,109,263,21,-5,7,53,261,30,1096854,9645,757973,163861,79308,87287,0.194191752047219,0.640923951592464,0.156812119024045,0.0501434101530377,0.656422823821584,0.0164105705955396,0.189633260215124,0.0154988722291207,0.0966400268403999,0.0109403803970264,0.00638188856493207,0.172310991253166,0.0282626493589849,0.134019659863573,0.548842416584158,0.110315502336683,0.0920815350083056,0.0164105705955396,0.129461168031479,0.00182339673283773,0.0027350950992566,0.108492105603845,0.0592603938172264,1.90362618908259,1.01107348835852,2.38465526179368,0.138699752862259,0.988642813115995,0.691317500755304,0.584279445965608,2.90305857957491,0.050436273768094,0.665197942158293,0.3469780585852,0.240585654221133,-0.518403317781234,0.0882634790941645,0.323444870957702,0.344339442170104,0.343693791744475,2019
"185",28,240,751,162,35,747,21,222,23,97,7,6,201,29,149,569,124,97,9,155,3,3,113,73,2137,1074,1063,36,152,13,564,68,41,8,113,246,21,-5,5,39,318,47,1096854,9645,757973,163861,79308,87287,0.218807607940528,0.684685473180569,0.147695135359856,0.0319094428246603,0.681038679714894,0.0191456656947962,0.202397037344988,0.0209690624276339,0.0884347415426301,0.00638188856493207,0.0054701901985132,0.183251371650192,0.0264392526261471,0.135843056596411,0.518756370492335,0.11305059743594,0.0884347415426301,0.00820528529776981,0.141313246794924,0.0027350950992566,0.0027350950992566,0.103021915405332,0.0665539807485773,1.94829940903712,0.979164045533863,3.73250388802488,0.163917889746306,0.927615478973032,0.744089829057236,0.779039261287477,4.25090720580612,0.100872547536188,0.689608875815478,0.324549819056879,0.240585654221133,-0.518403317781234,0.0630453422101175,0.238006603157554,0.419540010000356,0.538453607066344,2019
"186",29,233,637,174,47,698,18,197,24,116,8,4,201,29,165,549,114,85,11,142,3,4,113,75,2040,1022,1018,47,168,10,515,50,52,6,119,239,26,-5,4,49,276,24,1096854,9645,757973,163861,79308,87287,0.212425719375596,0.580751859408818,0.158635515756883,0.0428498232216867,0.636365459760369,0.0164105705955396,0.179604578184517,0.0218807607940528,0.105757010504589,0.00729358693135094,0.00364679346567547,0.183251371650192,0.0264392526261471,0.150430230459113,0.500522403163958,0.103933613771751,0.0774943611456037,0.0100286820306075,0.129461168031479,0.0027350950992566,0.00364679346567547,0.103021915405332,0.068377377481415,1.85986466749449,0.931755730480082,4.8729911871436,0.126090684420235,1.02525921360177,0.679443726887369,0.572822986240792,5.39139450492483,0.075654410652141,0.726225276301255,0.315314661604041,0.297867952845212,-0.518403317781234,0.050436273768094,0.299033937300517,0.364129065283328,0.27495503339558,2019
"187",30,216,713,167,37,754,17,217,23,77,12,10,194,31,155,498,124,101,13,129,6,3,104,64,2088,982,1106,32,150,11,551,47,38,5,102,253,30,-6,6,48,298,17,1096854,9645,757973,163861,79308,87287,0.196926847146475,0.650040935256652,0.152253627191951,0.0337328395574981,0.687420568279826,0.0154988722291207,0.197838545512894,0.0209690624276339,0.0702007742142528,0.0109403803970264,0.00911698366418867,0.17686948308526,0.0282626493589849,0.141313246794924,0.454025786476596,0.11305059743594,0.0920815350083056,0.0118520787634453,0.117609089268034,0.0054701901985132,0.0027350950992566,0.0948166301075622,0.0583486954508075,1.90362618908259,0.895287795823327,3.3177812337999,0.138699752862259,0.91541001214444,0.726938822359108,0.538453607066344,3.93986521513738,0.0630453422101175,0.622478808258219,0.333784976509717,0.343693791744475,-0.622083981337481,0.075654410652141,0.292931203886221,0.39315384584939,0.194759815321869,2019
